1510366418946, 6 
1510366419147, 546 
1510366419349, 546 
1510366419449, 5 
1510366419550, 6 
1510366419651, 546 
1510366419752, 545 
1510366419853, 45 
1510366419954, 545 
1510366420055, 546 
1510366420155, 545 
1510366420256, 546 
1510366420357, 546 
1510366420458, 546 
1510366420559, 545 
1510366420660, 545 
1510366420761, 545 
1510366420862, 546 
1510366420963, 546 
1510366421064, 545 
1510366421164, 545 
1510366421265, 545 
1510366421366, 546 
1510366421467, 546 
1510366421568, 545 
1510366421669, 546 
1510366421770, 545 
1510366421871, 546 
1510366421972, 545 
1510366422073, 545 
1510366422174, 545 
1510366422275, 546 
1510366422375, 6 
1510366422577, 545 
1510366422678, 45 
1510366422779, 6 
1510366422880, 545 
1510366422981, 545 
1510366423082, 545 
1510366423182, 45 
1510366423283, 545 
1510366423384, 546 
1510366423485, 545 
1510366423586, 546 
1510366423687, 546 
1510366423788, 545 
1510366423889, 546 
1510366423989, 545 
1510366424090, 546 
1510366424191, 546 
1510366424292, 545 
1510366424393, 545 
1510366424494, 546 
1510366424595, 546 
1510366424696, 545 
1510366424797, 546 
1510366424898, 545 
1510366424999, 545 
1510366425100, 546 
1510366425201, 545 
1510366425302, 546 
1510366425503, 546 
1510366425604, 545 
1510366425705, 6 
1510366425907, 545 
1510366426008, 46 
1510366426108, 5 
1510366426310, 546 
1510366426411, 545 
1510366426512, 545 
1510366426613, 545 
1510366426714, 545 
1510366426815, 546 
1510366426916, 545 
1510366427017, 546 
1510366427118, 546 
1510366427218, 546 
1510366427319, 546 
1510366427420, 546 
1510366427521, 531 
1510366427622, 508 
1510366427723, 434 
1510366427824, 532 
1510366427924, 560 
1510366428025, 553 
1510366428126, 551 
1510366428227, 464 
1510366428328, 606 
1510366428429, 583 
1510366428530, 594 
1510366428631, 569 
1510366428833, 491 
1510366428934, 189 
1510366429136, 190 
1510366429338, 188 
1510366429439, 9 
1510366429642, 188 
1510366429743, 87 
1510366429844, 7 
1510366429945, 3 
1510366430047, 586 
1510366430148, 553 
1510366430249, 47 
1510366430350, 546 
1510366430452, 546 
1510366430553, 546 
1510366430654, 46 
1510366430755, 546 
1510366430857, 546 
1510366430958, 546 
1510366431059, 545 
1510366431160, 546 
1510366431262, 545 
1510366431363, 545 
1510366431464, 546 
1510366431566, 546 
1510366431667, 546 
1510366431767, 546 
1510366431868, 546 
1510366431969, 545 
1510366432070, 546 
1510366432171, 546 
1510366432272, 542 
1510366432373, 520 
1510366432474, 495 
1510366432575, 456 
1510366432676, 411 
1510366432777, 426 
1510366432878, 547 
1510366432979, 546 
1510366433080, 546 
1510366433181, 545 
1510366433282, 545 
1510366433383, 545 
1510366433585, 497 
1510366433686, 383 
1510366433888, 420 
1510366433989, 457 
1510366434090, 539 
1510366434191, 0 
1510366434393, 575 
1510366434494, 76 
1510366434594, 0 
1510366434695, 557 
1510366434796, 544 
1510366434897, 535 
1510366434998, 533 
1510366435099, 540 
1510366435200, 552 
1510366435301, 554 
1510366435402, 552 
1510366435502, 584 
1510366435603, 573 
1510366435704, 556 
1510366435805, 625 
1510366435906, 628 
1510366436007, 541 
1510366436108, 329 
1510366436209, 192 
1510366436310, 360 
1510366436410, 414 
1510366436511, 380 
1510366436612, 416 
1510366436713, 399 
1510366436814, 382 
1510366436915, 384 
1510366437016, 394 
1510366437218, 398 
1510366437319, 398 
1510366437420, 396 
1510366437622, 312 
1510366437723, 218 
1510366437824, 11 
1510366437925, 5 
1510366438025, 198 
1510366438126, 199 
1510366438227, 99 
1510366438328, 200 
1510366438429, 200 
1510366438530, 201 
1510366438631, 200 
1510366438732, 200 
1510366438832, 198 
1510366438933, 198 
1510366439034, 199 
1510366439135, 198 
1510366439236, 199 
1510366439337, 198 
1510366439438, 198 
1510366439539, 198 
1510366439639, 270 
1510366439740, 189 
1510366439841, 478 
1510366439942, 540 
1510366440056, 545 
1510366440157, 46 
1510366440258, 546 
1510366440359, 546 
1510366440460, 545 
1510366440561, 546 
1510366440662, 545 
1510366440763, 546 
1510366440864, 546 
1510366440964, 546 
1510366441065, 546 
1510366441166, 546 
1510366441267, 546 
1510366441368, 546 
1510366441469, 546 
1510366441570, 546 
1510366441671, 546 
1510366441772, 546 
